"","y_pred","y_true","type"
"1",12.2391644628675,11.76470588,"train"
"2",30.6203990514584,11.32075472,"train"
"3",41.5710962025989,19.04761905,"train"
"4",26.7041191254122,6.976744186,"train"
"5",29.0881790142859,18.60465116,"train"
"6",28.3340577591599,25,"train"
"7",37.4404580515498,76.19047619,"train"
"8",44.29770458871,65.30612245,"train"
"9",26.3638075759738,23.52941176,"train"
"10",20.2934659836558,12.19512195,"train"
"11",29.5179678846115,21.66666667,"train"
"12",24.3427721805757,17.14285714,"train"
"13",35.4736484303792,49.46236559,"train"
"14",35.0353406713239,56.52173913,"train"
"15",40.8777142740919,55.31914894,"train"
"16",25.6928111508408,12,"train"
"17",40.822345078505,46.66666667,"train"
"18",27.271420103998,13.63636364,"test"
"19",34.8274423291017,30.50847458,"test"
