"","y_pred","y_true","type"
"1",4.64367794592634,3.53845921,"train"
"2",5.61483125159757,3.827399102,"train"
"3",6.6437190745954,5.472612458,"train"
"4",6.8866386465753,4.936175206,"train"
"5",6.58826392610261,6.3805806,"train"
"6",7.30813229630074,9.045687898,"train"
"7",6.48667270385088,9.512621402,"train"
"8",6.94834060467993,8.223220551,"train"
"9",5.47533814031379,3.732904448,"train"
"10",5.49264260835122,4.403296879,"train"
"11",6.70659927590846,5.800944683,"train"
"12",6.6849406862628,4.369844297,"train"
"13",7.58111427094789,9.929016082,"train"
"14",8.53490754645744,10.99056433,"train"
"15",8.65547487814387,9.119977251,"train"
"16",6.55465032253023,6.761992956,"train"
"17",10.3321219744555,11.0927688,"train"
"18",7.03066553862801,4.682466654,"test"
"19",7.31678460351389,7.988977707,"test"
