"","y_pred","y_true","type"
"1",31.6662295617051,21.15384615,"train"
"2",44.4793489581224,24.52830189,"train"
"3",50.9343046554985,31.14754098,"train"
"4",47.5762889042625,30.23255814,"train"
"5",47.7408358735978,38,"train"
"6",48.7713820578292,56.66666667,"train"
"7",49.1465861034485,91.95402299,"train"
"8",50.1546799530086,65.55556,"train"
"9",37.3971312738674,35.29411765,"train"
"10",28.6643009873438,13.95348837,"train"
"11",42.4975949866886,34.92063492,"train"
"12",41.9060176499973,36.50793651,"train"
"13",51.857897965505,66.35514019,"train"
"14",52.6685318391606,81.73913043,"train"
"15",53.6188817674301,54.90196078,"train"
"16",28.9605675321998,22.22222222,"train"
"17",52.4116967603349,55.31914894,"train"
"18",47.0451432369672,33.33333333,"test"
"19",50.3652302776339,59.3220339,"test"
