"","y_pred","y_true","type"
"1",4.20012504051223,3.53845921,"train"
"2",6.04942736495938,3.827399102,"train"
"3",6.93021708499081,5.472612458,"train"
"4",7.22071201559286,4.936175206,"train"
"5",6.9484592074582,6.3805806,"train"
"6",7.80264449372024,9.045687898,"train"
"7",6.73024047870431,9.512621402,"train"
"8",7.34389944017175,8.223220551,"train"
"9",5.25736073838597,3.732904448,"train"
"10",5.84285984761587,4.403296879,"train"
"11",6.27567831749937,5.800944683,"train"
"12",6.35422495216738,4.369844297,"train"
"13",7.7345509746983,9.929016082,"train"
"14",8.00446693005707,10.99056433,"train"
"15",8.15834610599594,9.119977251,"train"
"16",6.92194998237967,6.761992956,"train"
"17",9.36290317809065,11.0927688,"train"
"18",7.90393096674903,4.682466654,"test"
"19",8.00819574581133,7.988977707,"test"
