"","allvar","selvar"
"1",28.6910840355315,20.7392592499066
"2",21.1710611661143,19.3909755706253
"3",3575.39884517036,2420.6487812888
"4",3112.55947368908,2688.78188434566
"5",2427.4825240689,1914.18734457535
