"","y_pred","y_true","type"
"1",24.0435737002952,19.60784314,"train"
"2",40.5406228043626,22.64150943,"train"
"3",52.410646287732,30.95238095,"train"
"4",41.3609249429798,20.93023256,"train"
"5",42.5496084481731,23.25581395,"train"
"6",44.4833218240126,50,"train"
"7",48.3611068075622,92.06349206,"train"
"8",55.091566381479,74.48979592,"train"
"9",37.7519391644279,32.35294118,"train"
"10",27.3957347194174,21.95121951,"train"
"11",41.8202843052434,28.33333333,"train"
"12",37.3347570122425,41.42857143,"train"
"13",50.1712445893376,62.3655914,"train"
"14",51.2088956054475,80.86956522,"train"
"15",56.4751067013729,63.82978723,"train"
"16",29.9831125906344,16,"train"
"17",55.6451869852802,55.55555556,"train"
"18",43.772441510809,25,"test"
"19",49.9747932395963,44.06779661,"test"
